id,time,sum_flow,avg_speed,clusterID
R135_S2,2019-04-25 01:30:00,0.0,25.0,15
R141_S1,2019-04-25 01:30:00,0.0,1.0,10
R141_S2,2019-04-25 01:30:00,0.0,4.0,10
R142_S1,2019-04-25 01:30:00,5.0,19.8,16
R142_S2,2019-04-25 01:30:00,16.0,25.969696969697,16
R154_S1,2019-04-25 01:30:00,4.0,6.25,17
R001_SM1,2019-04-25 01:45:00,12.0,34.16,0
R001_SM2,2019-04-25 01:45:00,1.0,21.3333333333333,0
R001_SM3,2019-04-25 01:45:00,3.0,34.8333333333333,0
R002_S1,2019-04-25 01:45:00,2.0,5.0,1
R002_S2,2019-04-25 01:45:00,0.0,0.0,1
R002_S4,2019-04-25 01:45:00,0.0,0.0,1
R002_S5,2019-04-25 01:45:00,6.0,29.0,1
R003_SM7,2019-04-25 01:45:00,6.0,64.25,2
R003_SM8,2019-04-25 01:45:00,3.0,21.0,2
R003_SM9,2019-04-25 01:45:00,2.0,28.2,2
R028_S1,2019-04-25 01:45:00,4.0,5.75,3
R028_S2,2019-04-25 01:45:00,1.0,2.0,3
R028_S3,2019-04-25 01:45:00,3.0,39.3333333333333,3
R029_S1,2019-04-25 01:45:00,1.0,16.5,4
R029_S2,2019-04-25 01:45:00,2.0,38.5,4
R030_S2,2019-04-25 01:45:00,5.0,48.2,5
R031_S1,2019-04-25 01:45:00,3.0,21.2857142857143,5
R031_S2,2019-04-25 01:45:00,3.0,29.6666666666667,5
R032_S2,2019-04-25 01:45:00,0.0,12.0,6
R032_SM46,2019-04-25 01:45:00,0.0,5.0,6
R069_S1,2019-04-25 01:45:00,3.0,11.6666666666667,7
R069_S4,2019-04-25 01:45:00,11.0,28.0,7
R069_SM67,2019-04-25 01:45:00,5.0,20.9,7
R071_S2,2019-04-25 01:45:00,2.0,22.25,8
R074_S1,2019-04-25 01:45:00,0.0,0.0,9
R074_S3,2019-04-25 01:45:00,0.0,0.0,9
R077_S2,2019-04-25 01:45:00,1.0,22.3333333333333,10
R085_S1,2019-04-25 01:45:00,0.0,0.0,11
R085_S2,2019-04-25 01:45:00,1.0,1.0,11
R116_S1,2019-04-25 01:45:00,1.0,18.5,8
R116_S2,2019-04-25 01:45:00,1.0,48.0,8
R131_S1,2019-04-25 01:45:00,0.0,0.0,12
R131_S2,2019-04-25 01:45:00,7.0,43.7142857142857,13
R131_SM82,2019-04-25 01:45:00,8.0,43.7333333333333,13
R131_SM83,2019-04-25 01:45:00,3.0,51.0,13
R133_S2,2019-04-25 01:45:00,1.0,41.0,14
R133_S4,2019-04-25 01:45:00,1.0,76.0,-1
R134_S1,2019-04-25 01:45:00,2.0,28.499999999999996,14
R134_S2,2019-04-25 01:45:00,1.0,11.0,14
R135_S1,2019-04-25 01:45:00,1.0,34.5,15
R135_S2,2019-04-25 01:45:00,1.0,12.5,15
R141_S1,2019-04-25 01:45:00,0.0,0.0,10
